Request_ID,Create_Date,Close_Date,Status,Request_Type,Department,Origin,District,Latitude,Longitude,Create_Date_ISO,Close_Date_ISO
511711,1753735620000,,Open,Traffic Issues for Montgomery Police Dept,Police Department,Call Center,4,32.3470919,-86.3366748,2025-07-28T20:47:00+00:00,
511712,1753735620000,1754052900000,Closed,Leaves and Debris Pick up,Sanitation Department,Call Center,7,32.3417442,-86.270791,2025-07-28T20:47:00+00:00,2025-08-01T12:55:00+00:00
511710,1753734300000,,In Progress,Sidewalk,Street Maintenance,Call Center,4,32.3039525,-86.345736,2025-07-28T20:25:00+00:00,
511709,1753734180000,1753807980000,Closed,Nuisance,Code Enforcement,Call Center,7,32.370581,-86.3200682,2025-07-28T20:23:00+00:00,2025-07-29T16:53:00+00:00
511708,1753734120000,1753815420000,Closed,Request A New Container,Sanitation Department,Call Center,9,32.3743659,-86.1858587,2025-07-28T20:22:00+00:00,2025-07-29T18:57:00+00:00
511706,1753734060000,1753734540000,Closed,COM Irrigation Issues,Parks & Recreation,Call Center,2,32.402394,-86.2177192,2025-07-28T20:21:00+00:00,2025-07-28T20:29:00+00:00
511707,1753734060000,1753734060000,Closed,Duplicated Service Request,Code Enforcement,Call Center,6,32.3264009,-86.247441,2025-07-28T20:21:00+00:00,2025-07-28T20:21:00+00:00
511705,1753733940000,1753892040000,Closed,Nuisance,Code Enforcement,Call Center,6,32.325688,-86.2470249,2025-07-28T20:19:00+00:00,2025-07-30T16:14:00+00:00
511704,1753733820000,1754402880000,Closed,Pothole Repairing,Street Maintenance,Call Center,3,32.3709402,-86.2709574,2025-07-28T20:17:00+00:00,2025-08-05T14:08:00+00:00
511703,1753733760000,1753733760000,Closed,FAQ-Municipal Court,FAQ,Call Center,,0.0,0.0,2025-07-28T20:16:00+00:00,2025-07-28T20:16:00+00:00
511702,1753733700000,1754402880000,Closed,Pothole Repairing,Street Maintenance,Call Center,7,32.3469471,-86.2612714,2025-07-28T20:15:00+00:00,2025-08-05T14:08:00+00:00
511701,1753733580000,1753735500000,Closed,Utility Issues,Inspections Department,Call Center,2,32.3939969,-86.2452711,2025-07-28T20:13:00+00:00,2025-07-28T20:45:00+00:00
511700,1753733520000,1753973340000,Closed,Missed Pick Up,Sanitation Department,Call Center,2,32.3902303,-86.2721642,2025-07-28T20:12:00+00:00,2025-07-31T14:49:00+00:00
511698,1753733400000,1753793040000,Closed,COM HVAC/Refrigeration,Building Maintenance,Call Center,3,32.3899888,-86.2783297,2025-07-28T20:10:00+00:00,2025-07-29T12:44:00+00:00
511699,1753733400000,1754568600000,Closed,Community Center Carpentry,Building Maintenance,Call Center,3,32.3899888,-86.2783297,2025-07-28T20:10:00+00:00,2025-08-07T12:10:00+00:00
511697,1753733340000,1753969080000,Closed,Bulky Items and Debris In The Street,Sanitation Department,Call Center,4,32.3362407,-86.3729211,2025-07-28T20:09:00+00:00,2025-07-31T13:38:00+00:00
511695,1753732860000,1753888500000,Closed,Nuisance,Code Enforcement,Call Center,2,32.4024069,-86.2031731,2025-07-28T20:01:00+00:00,2025-07-30T15:15:00+00:00
511696,1753732860000,1753817340000,Closed,Nuisance,Code Enforcement,Call Center,7,32.3450282,-86.2612359,2025-07-28T20:01:00+00:00,2025-07-29T19:29:00+00:00
511694,1753732800000,1753732800000,Closed,Inquiries,Sanitation Department,Call Center,,0.0,0.0,2025-07-28T20:00:00+00:00,2025-07-28T20:00:00+00:00
511693,1753732380000,1753732440000,Closed,Open & Vacant(Abandon House),Code Enforcement,Website,2,32.3886887,-86.2390015,2025-07-28T19:53:00+00:00,2025-07-28T19:54:00+00:00
511692,1753731360000,1753810740000,Closed,COM HVAC/Refrigeration,Building Maintenance,Call Center,3,32.3819047,-86.2979896,2025-07-28T19:36:00+00:00,2025-07-29T17:39:00+00:00
511691,1753731120000,1753731120000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-07-28T19:32:00+00:00,2025-07-28T19:32:00+00:00
511690,1753730520000,1753824480000,Closed,Parking On Front Lawn,Code Enforcement,Call Center,1,32.37609,-86.256335,2025-07-28T19:22:00+00:00,2025-07-29T21:28:00+00:00
511689,1753730400000,1753730400000,Closed,Animal Control Issues,FAQ,Call Center,,0.0,0.0,2025-07-28T19:20:00+00:00,2025-07-28T19:20:00+00:00
511688,1753730040000,1753730220000,Closed,Street Light Out,Traffic Engineering,Call Center,2,32.3979516,-86.240282,2025-07-28T19:14:00+00:00,2025-07-28T19:17:00+00:00
511687,1753729860000,1753729860000,Closed,FAQ-Municipal Court,FAQ,Call Center,,0.0,0.0,2025-07-28T19:11:00+00:00,2025-07-28T19:11:00+00:00
511686,1753729800000,1754051820000,Closed,General Repairs,Code Enforcement,Call Center,6,32.3114347,-86.2524942,2025-07-28T19:10:00+00:00,2025-08-01T12:37:00+00:00
511685,1753729620000,1753789500000,Closed,Missed Pick Up,Sanitation Department,Call Center,4,32.328153,-86.3170156,2025-07-28T19:07:00+00:00,2025-07-29T11:45:00+00:00
511683,1753729500000,1753789500000,Closed,Missed Pick Up,Sanitation Department,Call Center,4,32.3283389,-86.3178859,2025-07-28T19:05:00+00:00,2025-07-29T11:45:00+00:00
511684,1753729500000,1753815420000,Closed,Exchange Damage Container,Sanitation Department,Call Center,9,32.3469035,-86.1450036,2025-07-28T19:05:00+00:00,2025-07-29T18:57:00+00:00
511682,1753729320000,,In Progress,Tree Trimming,Urban Forestry,Call Center,3,32.3910982,-86.2797468,2025-07-28T19:02:00+00:00,
511681,1753729260000,1753729260000,Closed,FAQ-City Hall,FAQ,Call Center,,0.0,0.0,2025-07-28T19:01:00+00:00,2025-07-28T19:01:00+00:00
511680,1753729200000,,In Progress,Nuisance,Code Enforcement,Call Center,3,32.3910982,-86.2797468,2025-07-28T19:00:00+00:00,
511679,1753729020000,1753891020000,Closed,Fallen Trees and Limbs,Street Maintenance,Call Center,7,32.3483713,-86.2901423,2025-07-28T18:57:00+00:00,2025-07-30T15:57:00+00:00
511678,1753728960000,1753728960000,Closed,Duplicated Service Request,Code Enforcement,Call Center,3,32.3918125,-86.2813488,2025-07-28T18:56:00+00:00,2025-07-28T18:56:00+00:00
511677,1753728900000,1753728900000,Closed,Duplicated Service Request,Code Enforcement,Call Center,,0.0,0.0,2025-07-28T18:55:00+00:00,2025-07-28T18:55:00+00:00
511676,1753728480000,1754402940000,Closed,Repair Asphalt at Driveway (DO NOT USE-Service No Longer Provided),Street Maintenance,Call Center,5,32.3344558,-86.2522943,2025-07-28T18:48:00+00:00,2025-08-05T14:09:00+00:00
511675,1753728360000,1753728360000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-07-28T18:46:00+00:00,2025-07-28T18:46:00+00:00
511674,1753727820000,1753728360000,Closed,Street Light Out,Traffic Engineering,Website,1,32.3780901,-86.2312239,2025-07-28T18:37:00+00:00,2025-07-28T18:46:00+00:00
511673,1753727760000,,In Progress,Business in Residential District,Planning Department,Call Center,5,32.3109038,-86.2889155,2025-07-28T18:36:00+00:00,
511672,1753727220000,1753815420000,Closed,Missing Trash Container,Sanitation Department,Call Center,9,32.351178,-86.1786591,2025-07-28T18:27:00+00:00,2025-07-29T18:57:00+00:00
511671,1753727160000,1753890000000,Closed,Nuisance,Code Enforcement,Website,7,32.3289392,-86.2869695,2025-07-28T18:26:00+00:00,2025-07-30T15:40:00+00:00
511670,1753725420000,1753967580000,Closed,Missed Pick Up,Sanitation Department,Call Center,3,32.3802389,-86.2780789,2025-07-28T17:57:00+00:00,2025-07-31T13:13:00+00:00
511669,1753724460000,1753803540000,Closed,Nuisance,Code Enforcement,Call Center,5,32.3189162,-86.2890648,2025-07-28T17:41:00+00:00,2025-07-29T15:39:00+00:00
511668,1753724160000,1753890780000,Closed,Debris In The Street,Street Maintenance,Call Center,5,32.34576966,-86.28203376,2025-07-28T17:36:00+00:00,2025-07-30T15:53:00+00:00
511667,1753723500000,1753723500000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-07-28T17:25:00+00:00,2025-07-28T17:25:00+00:00
511666,1753723140000,1753890660000,Closed,Nuisance,Code Enforcement,Call Center,6,32.3157122,-86.236049,2025-07-28T17:19:00+00:00,2025-07-30T15:51:00+00:00
511665,1753722840000,1753726680000,Closed,COM Plumbing,Building Maintenance,Call Center,3,32.3791945,-86.3079207,2025-07-28T17:14:00+00:00,2025-07-28T18:18:00+00:00
511664,1753722660000,1753722660000,Closed,FAQ-City Hall,FAQ,Call Center,,0.0,0.0,2025-07-28T17:11:00+00:00,2025-07-28T17:11:00+00:00
511663,1753722540000,,In Progress,Open & Vacant(Abandon House),Code Enforcement,Call Center,3,32.3832065,-86.2729585,2025-07-28T17:09:00+00:00,
511662,1753722120000,,Open,Tree Issues On City R.O.W.,Urban Forestry,Call Center,2,32.3988557,-86.2399211,2025-07-28T17:02:00+00:00,
511661,1753722000000,1753887240000,Closed,Nuisance,Code Enforcement,Call Center,7,32.3556142,-86.3075871,2025-07-28T17:00:00+00:00,2025-07-30T14:54:00+00:00
511660,1753721880000,1753886580000,Closed,Nuisance,Code Enforcement,Call Center,2,32.3985367,-86.2450243,2025-07-28T16:58:00+00:00,2025-07-30T14:43:00+00:00
511659,1753721580000,1753721640000,Closed,Inquiries,Code Enforcement,Call Center,,0.0,0.0,2025-07-28T16:53:00+00:00,2025-07-28T16:54:00+00:00
511658,1753721520000,1753889760000,Closed,Nuisance,Code Enforcement,Call Center,7,32.3419865,-86.2910973,2025-07-28T16:52:00+00:00,2025-07-30T15:36:00+00:00
511657,1753721460000,1753891920000,Closed,Tree Trimming,Urban Forestry,Call Center,9,32.3542921,-86.2081714,2025-07-28T16:51:00+00:00,2025-07-30T16:12:00+00:00
511656,1753721220000,1753721280000,Closed,COM Pothole/Sinkhole,Street Maintenance,Call Center,7,32.3730314,-86.3204948,2025-07-28T16:47:00+00:00,2025-07-28T16:48:00+00:00
511655,1753720920000,1753720920000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-07-28T16:42:00+00:00,2025-07-28T16:42:00+00:00
511654,1753720680000,1753887180000,Closed,Nuisance,Code Enforcement,Call Center,7,32.3309214,-86.3046126,2025-07-28T16:38:00+00:00,2025-07-30T14:53:00+00:00
511653,1753720620000,1753720620000,Closed,Duplicated Service Request,Code Enforcement,Call Center,1,32.3861791,-86.1580296,2025-07-28T16:37:00+00:00,2025-07-28T16:37:00+00:00
511652,1753720560000,1753786080000,Closed,Nuisance,Code Enforcement,Call Center,4,32.3553872,-86.3322431,2025-07-28T16:36:00+00:00,2025-07-29T10:48:00+00:00
511650,1753720500000,1753786080000,Closed,Nuisance,Code Enforcement,Call Center,4,32.3554307,-86.3319538,2025-07-28T16:35:00+00:00,2025-07-29T10:48:00+00:00
511651,1753720500000,1753786080000,Closed,Nuisance,Code Enforcement,Call Center,4,32.3553993,-86.332073,2025-07-28T16:35:00+00:00,2025-07-29T10:48:00+00:00
511647,1753720440000,1753720440000,Closed,FAQ- Montgomery Police Department,FAQ,Call Center,,0.0,0.0,2025-07-28T16:34:00+00:00,2025-07-28T16:34:00+00:00
511648,1753720440000,1753876740000,Closed,Nuisance,Code Enforcement,Call Center,4,32.3553985,-86.3317824,2025-07-28T16:34:00+00:00,2025-07-30T11:59:00+00:00
511649,1753720440000,1753726980000,Closed,Fire Roofing,Building Maintenance,Call Center,7,32.3730314,-86.3204948,2025-07-28T16:34:00+00:00,2025-07-28T18:23:00+00:00
511646,1753720380000,1753720380000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-07-28T16:33:00+00:00,2025-07-28T16:33:00+00:00
511645,1753720320000,1753802160000,Closed,Dead Animal pickup,Sanitation Department,Call Center,6,32.3066673,-86.2484376,2025-07-28T16:32:00+00:00,2025-07-29T15:16:00+00:00
511644,1753720260000,1753720260000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-07-28T16:31:00+00:00,2025-07-28T16:31:00+00:00
511642,1753720200000,,Open,Traffic Issues for Montgomery Police Dept,Police Department,Call Center,6,32.2993557,-86.2280407,2025-07-28T16:30:00+00:00,
511643,1753720200000,,In Progress,Request Cleaning,Street Maintenance,Call Center,5,32.3401375,-86.2519271,2025-07-28T16:30:00+00:00,
511640,1753720080000,1753824480000,Closed,Parking On Front Lawn,Code Enforcement,Website,1,32.3855108,-86.2452779,2025-07-28T16:28:00+00:00,2025-07-29T21:28:00+00:00
511641,1753720080000,1753892040000,Closed,Nuisance,Code Enforcement,Call Center,5,32.3311389,-86.2551163,2025-07-28T16:28:00+00:00,2025-07-30T16:14:00+00:00
511639,1753720020000,1753802640000,Closed,Ditch Cutting That Is Not on Schedule List,Street Maintenance,Call Center,1,32.3914969,-86.1559501,2025-07-28T16:27:00+00:00,2025-07-29T15:24:00+00:00
511638,1753719900000,1753719900000,Closed,Duplicated Service Request,Code Enforcement,Call Center,6,32.3264009,-86.247441,2025-07-28T16:25:00+00:00,2025-07-28T16:25:00+00:00
511637,1753719780000,,In Progress,Ditch Eroding,Street Maintenance,Call Center,5,32.3426137,-86.242188,2025-07-28T16:23:00+00:00,
511636,1753719540000,1753731480000,Closed,Fire Hvac/Refrigeration,Building Maintenance,Call Center,3,32.393021,-86.3091889,2025-07-28T16:19:00+00:00,2025-07-28T19:38:00+00:00
511634,1753718220000,1753824480000,Closed,Parking On Front Lawn,Code Enforcement,Call Center,1,32.3786068,-86.2474407,2025-07-28T15:57:00+00:00,2025-07-29T21:28:00+00:00
511635,1753718220000,1753878480000,Closed,Parking On Front Lawn,Code Enforcement,Call Center,1,32.3786397,-86.2487403,2025-07-28T15:57:00+00:00,2025-07-30T12:28:00+00:00
511633,1753718160000,1753897440000,Closed,Parking On Front Lawn,Code Enforcement,Call Center,1,32.3796481,-86.2487592,2025-07-28T15:56:00+00:00,2025-07-30T17:44:00+00:00
511632,1753718100000,,In Progress,Parking On Front Lawn,Code Enforcement,Call Center,1,32.3765955,-86.2562955,2025-07-28T15:55:00+00:00,
511630,1753718040000,1753880640000,Closed,Parking On Front Lawn,Code Enforcement,Call Center,1,32.3799182,-86.2510474,2025-07-28T15:54:00+00:00,2025-07-30T13:04:00+00:00
511631,1753718040000,1753880280000,Closed,Parking On Front Lawn,Code Enforcement,Call Center,1,32.3756805,-86.2563259,2025-07-28T15:54:00+00:00,2025-07-30T12:58:00+00:00
511629,1753717920000,1753890780000,Closed,Clean Inlets,Street Maintenance,Call Center,2,32.3969757,-86.2526992,2025-07-28T15:52:00+00:00,2025-07-30T15:53:00+00:00
511628,1753717860000,1753887840000,Closed,Nuisance,Code Enforcement,Call Center,3,32.3824104,-86.2799684,2025-07-28T15:51:00+00:00,2025-07-30T15:04:00+00:00
511627,1753717560000,1753717620000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-07-28T15:46:00+00:00,2025-07-28T15:47:00+00:00
511626,1753717380000,1754416740000,Closed,COM Carpentry,Building Maintenance,Call Center,6,32.3078539,-86.2231663,2025-07-28T15:43:00+00:00,2025-08-05T17:59:00+00:00
511625,1753717320000,1753878660000,Closed,Community Center Electrical,Building Maintenance,Call Center,6,32.3078539,-86.2231663,2025-07-28T15:42:00+00:00,2025-07-30T12:31:00+00:00
511624,1753717260000,1753970940000,Closed,COM HVAC/Refrigeration,Building Maintenance,Call Center,6,32.3078459,-86.2231705,2025-07-28T15:41:00+00:00,2025-07-31T14:09:00+00:00
511622,1753717140000,1753717140000,Closed,FAQ-City Hall,FAQ,Call Center,,0.0,0.0,2025-07-28T15:39:00+00:00,2025-07-28T15:39:00+00:00
511623,1753717140000,,Open,Bush Issues,Urban Forestry,Call Center,3,32.3805972,-86.2949524,2025-07-28T15:39:00+00:00,
511621,1753717020000,1753880760000,Closed,Parking On Front Lawn,Code Enforcement,Call Center,1,32.3799241,-86.2517862,2025-07-28T15:37:00+00:00,2025-07-30T13:06:00+00:00
511620,1753716960000,1753716960000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-07-28T15:36:00+00:00,2025-07-28T15:36:00+00:00
511619,1753716840000,,In Progress,Nuisance,Code Enforcement,Call Center,4,32.35947405,-86.32365576,2025-07-28T15:34:00+00:00,
511618,1753716780000,1753802760000,Closed,Ditch Cutting That Is Not on Schedule List,Street Maintenance,Call Center,5,32.3363461,-86.2377421,2025-07-28T15:33:00+00:00,2025-07-29T15:26:00+00:00
511617,1753716360000,1753716360000,Closed,Inquiries,Planning Department,Call Center,,0.0,0.0,2025-07-28T15:26:00+00:00,2025-07-28T15:26:00+00:00
511616,1753716000000,1753716000000,Closed,Duplicated Service Request,Code Enforcement,Call Center,5,32.3364889,-86.2544875,2025-07-28T15:20:00+00:00,2025-07-28T15:20:00+00:00
511614,1753715820000,1753813020000,Closed,Nuisance,Code Enforcement,Call Center,4,32.3099016,-86.3816032,2025-07-28T15:17:00+00:00,2025-07-29T18:17:00+00:00
511615,1753715820000,,In Progress,Business in Residential District,Planning Department,Call Center,8,32.331397,-86.1949409,2025-07-28T15:17:00+00:00,
511613,1753715700000,1753988280000,Closed,Exchange Damage Container,Sanitation Department,Call Center,1,32.3775238,-86.1469634,2025-07-28T15:15:00+00:00,2025-07-31T18:58:00+00:00
511611,1753715580000,1753715580000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2025-07-28T15:13:00+00:00,2025-07-28T15:13:00+00:00
511612,1753715580000,1754579040000,Closed,Business in Residential District,Planning Department,Call Center,8,32.3355449,-86.1931932,2025-07-28T15:13:00+00:00,2025-08-07T15:04:00+00:00
511610,1753715520000,1753816620000,Closed,Nuisance,Code Enforcement,Call Center,8,32.3363642,-86.1955958,2025-07-28T15:12:00+00:00,2025-07-29T19:17:00+00:00
511609,1753715160000,1753715160000,Closed,Duplicated Service Request,Code Enforcement,Call Center,4,32.3338879,-86.3561495,2025-07-28T15:06:00+00:00,2025-07-28T15:06:00+00:00
511608,1753714500000,1753879380000,Closed,General Repairs,Code Enforcement,Call Center,9,32.3683233,-86.2031069,2025-07-28T14:55:00+00:00,2025-07-30T12:43:00+00:00
511607,1753714200000,,In Progress,Miscellaneous Issues At City Parks /Community Centers,Parks & Recreation,Call Center,4,32.3396932,-86.3223053,2025-07-28T14:50:00+00:00,
511605,1753714020000,1753788720000,Closed,Community Center Plumbing,Building Maintenance,Call Center,4,32.3396932,-86.3223053,2025-07-28T14:47:00+00:00,2025-07-29T11:32:00+00:00
511606,1753714020000,1753714020000,Closed,Duplicated Service Request,Code Enforcement,Call Center,4,32.3444417,-86.3195725,2025-07-28T14:47:00+00:00,2025-07-28T14:47:00+00:00
511604,1753713840000,1753988280000,Closed,Exchange Damage Container,Sanitation Department,Call Center,2,32.3900029,-86.2721779,2025-07-28T14:44:00+00:00,2025-07-31T18:58:00+00:00
